Tag,h2.2008,h1.2009,h2.2009,h1.2010,h2.2010,h1.2011,h2.2011,h1.2012,h2.2012,h1.2013,h2.2013,h1.2014,h2.2014,h1.2015,h2.2015,h1.2016,h2.2016,h1.2017,h2.2017,h1.2018,h2.2018,h1.2019,h2.2019,TopicNumber,Propensity
multibinding,0,1,9,16,19,25,21,20,21,31,22,22,16,15,25,15,10,6,14,18,11,11,2,topic_853,0.02174187
dismiss,0,0,0,8,22,30,38,41,34,26,39,33,32,29,31,29,24,33,28,15,23,23,3,topic_561,0.03285723
pushwoosh,0,0,0,0,0,0,0,0,2,5,30,40,32,41,27,32,23,11,8,7,8,2,3,topic_956,0.0042756335
speech-to-text,0,5,11,4,15,25,31,39,47,51,55,69,43,55,80,112,123,141,104,112,169,221,70,topic_849,0.076590575
addressbook,0,7,46,57,62,92,82,90,56,79,57,56,51,54,43,23,10,15,9,6,12,1,2,topic_208,0.045150667
retrofit,0,0,0,0,0,0,0,0,0,3,28,175,269,446,803,726,601,543,527,515,618,542,201,topic_0,0.29845098
mapstruct,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,21,23,43,71,63,66,112,34,topic_83,0.018238086
install,25,63,85,121,169,299,301,413,432,494,458,423,401,390,392,412,348,368,390,329,344,337,106,topic_124,0.27303162
automator,5,2,5,8,21,16,30,35,46,64,66,65,56,52,55,60,43,48,27,49,63,40,23,topic_557,0.05157559
gridgain,1,0,3,1,3,4,0,3,3,5,2,58,86,28,13,9,40,29,14,18,16,10,3,topic_320,0.016542438
autoscaling,0,0,1,3,0,3,1,23,34,40,49,54,49,55,44,93,78,109,115,114,147,163,43,topic_514,0.03302028
mass-assignment,0,1,2,3,4,15,17,40,50,49,25,15,19,13,9,17,10,5,2,4,6,3,1,topic_941,0.01726969
bulk,8,15,12,21,25,35,26,30,42,41,41,34,41,57,42,44,33,42,41,29,43,44,17,topic_490,0.019068703
msbuild-task,7,15,26,39,37,30,37,37,27,37,21,27,25,23,22,29,26,29,28,23,33,27,4,topic_307,0.045574587
wait,2,17,36,48,45,88,112,131,170,205,216,215,167,193,165,172,153,156,147,132,109,114,39,topic_936,0.13292895
qualtrics,0,0,0,0,0,1,1,0,2,5,7,22,17,34,30,61,61,63,73,64,37,42,13,topic_650,0.008784919
native,27,42,50,78,95,134,175,163,222,240,185,186,135,165,178,188,190,176,211,205,243,263,84,topic_704,0.076960586
database-performance,2,2,6,5,11,17,47,110,99,130,156,174,145,137,173,148,122,118,126,115,123,112,42,topic_552,0.012806617
typeclass,3,10,16,30,47,50,76,55,83,80,71,69,84,109,103,91,114,101,88,82,88,66,25,topic_182,0.040981855
ef-code-first,0,0,1,2,32,523,636,772,745,801,573,593,431,482,427,429,355,303,232,238,173,190,60,topic_5,0.31430143
uikit,4,227,388,351,449,363,371,450,380,387,405,326,324,364,350,314,298,303,313,295,390,377,160,topic_618,0.14995551
compiler-optimization,1,7,13,34,44,64,90,93,106,126,109,97,123,139,136,147,123,134,120,120,141,129,53,topic_848,0.07955473
android-view,0,1,7,6,7,10,93,216,292,296,354,265,260,242,255,206,172,225,204,122,122,130,33,topic_866,0.1667062
text-files,36,72,78,90,131,216,218,282,271,365,362,357,331,377,346,356,281,273,248,241,234,233,59,topic_989,0.22337854
homebrew,5,2,3,1,17,46,74,119,185,231,324,307,329,302,322,296,319,300,294,320,302,359,82,topic_308,0.2339646
audiokit,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,7,17,107,188,153,106,34,topic_134,0.028554322
color-scheme,9,13,23,31,20,39,33,39,39,57,44,49,44,39,43,44,26,30,32,32,26,32,8,topic_110,0.03202298
code-splitting,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,25,37,31,40,49,55,13,topic_123,0.0012606597
virtual-memory,2,9,13,19,24,38,31,50,37,59,58,48,57,59,72,57,47,55,40,43,49,42,10,topic_294,0.054430682
timertask,0,0,0,0,3,32,44,40,48,71,81,74,68,63,43,55,38,31,37,19,29,30,7,topic_835,0.091818176
react-native-maps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,52,67,95,125,140,55,topic_804,0.014974031
names,2,6,14,14,17,20,20,27,24,49,39,46,35,40,35,41,37,30,47,34,27,34,11,topic_134,0.029659651
messenger,0,0,1,0,0,2,10,16,20,15,11,7,14,19,29,62,89,94,77,70,58,58,12,topic_912,0.07572972
org-mode,0,2,13,19,23,42,85,128,121,146,159,191,140,100,82,116,62,66,63,66,59,81,16,topic_401,0.036720593
business-objects,12,29,32,43,45,35,20,29,38,40,51,53,73,38,58,47,39,56,33,35,36,27,10,topic_941,0.049487572
listagg,0,0,0,0,0,0,0,0,1,0,0,0,0,15,13,35,24,12,18,21,26,16,5,topic_98,0.015940115
multer,0,0,0,0,0,0,0,0,0,0,0,1,15,46,90,137,107,129,148,166,208,267,77,topic_398,0.06316941
entity,8,53,75,143,187,280,268,316,353,433,366,346,307,322,298,281,240,235,246,223,242,221,69,topic_499,0.45325103
grails-controller,0,0,0,10,13,22,38,30,32,36,40,41,51,26,23,27,10,17,14,7,5,6,4,topic_546,7.8062783E-4
firebird,22,36,88,58,82,98,124,106,147,196,195,183,135,145,168,196,188,186,158,171,152,136,39,topic_19,0.025926726
gwt,56,216,424,842,1119,1716,1903,2309,2051,2126,1584,1552,1030,894,629,619,402,365,301,156,168,167,43,topic_181,0.7306958
nokogiri,0,12,89,75,95,180,197,276,240,293,289,240,239,243,170,172,146,143,96,93,72,82,21,topic_627,0.108292624
operating-system,100,144,181,200,295,396,340,542,524,531,608,585,507,571,596,574,550,592,489,521,544,576,189,topic_96,0.29905716
firefox-developer-tools,0,0,0,0,0,1,0,2,0,10,19,22,36,40,53,42,54,56,49,42,26,26,14,topic_250,0.02742426
sikuli,0,0,0,7,3,7,10,25,29,51,57,40,57,73,59,51,56,49,55,41,47,41,15,topic_283,0.055575658
wai-aria,0,0,1,1,3,11,9,15,17,37,46,52,49,65,54,74,65,101,61,74,61,81,23,topic_482,0.027538462
ngrx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,171,324,288,386,432,443,177,topic_294,0.13429014
fragmentpageradapter,0,0,0,0,0,0,0,15,35,50,62,60,55,53,57,45,31,25,33,28,15,14,9,topic_908,0.043700255
datetime,223,512,785,1028,1194,1485,1531,1784,2078,2423,2751,3220,2971,3085,3312,3528,3055,3033,2957,2759,2694,2654,985,topic_396,0.3371353
passwords,92,146,205,277,306,388,422,468,515,599,575,597,483,529,536,471,407,420,410,354,378,339,97,topic_458,0.12166761
voip,8,9,24,48,62,91,96,109,134,128,167,144,128,164,148,162,185,162,114,111,104,119,38,topic_672,0.17550144
sql-delete,3,4,25,36,68,99,113,111,113,125,169,176,125,111,144,136,111,118,79,121,107,116,37,topic_872,0.110530466
android-broadcastreceiver,0,0,0,1,0,2,0,1,1,2,3,0,2,1,47,180,148,135,112,108,109,53,0,topic_521,0.041385017
angularjs-components,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,67,78,50,55,26,35,14,6,topic_418,0.024793388
stored-functions,1,4,5,6,22,23,28,21,21,34,23,35,27,20,30,28,25,35,26,36,40,53,26,topic_711,0.01698386
cognos-bi,0,0,0,0,0,3,3,0,12,22,19,20,25,21,24,20,16,14,21,22,19,19,5,topic_399,0.005266524
bootstrap-datepicker,0,0,0,0,0,0,1,2,1,2,13,53,74,88,87,87,131,117,64,75,65,61,33,topic_738,0.047719616
sitemap,25,42,69,89,95,107,80,122,128,93,85,110,93,100,89,97,90,66,56,52,73,82,21,topic_329,0.09606242
expandoobject,0,0,1,4,6,14,16,24,17,20,15,19,17,18,16,19,14,15,10,10,7,14,4,topic_994,0.008647799
codeigniter-datamapper,0,0,0,6,6,25,21,42,28,38,18,35,6,5,7,2,2,1,3,2,1,0,1,topic_572,0.024903042
counting,3,8,6,7,15,13,24,36,46,76,65,68,68,74,73,79,62,73,82,82,77,84,30,topic_559,0.0145597765
at-command,1,2,8,10,14,27,31,51,51,79,59,90,61,75,59,87,78,72,67,49,74,59,24,topic_622,0.025392303
gxt,1,5,19,27,52,84,70,131,121,165,91,106,96,65,53,41,23,43,25,14,6,13,2,topic_806,0.04033092
void,2,15,17,25,33,44,58,65,69,108,122,133,91,106,91,112,69,84,72,59,56,45,15,topic_854,0.024329944
uglifyjs,0,0,0,0,0,3,6,12,22,40,47,51,48,60,65,49,74,83,65,54,60,40,6,topic_641,0.011167105
swap,1,17,30,39,49,70,84,73,96,122,130,121,113,127,118,116,101,99,87,95,72,66,30,topic_345,0.090112455
angularjs-http,0,0,0,0,0,0,0,0,0,1,3,48,41,67,48,53,34,39,42,19,11,13,5,topic_224,0.020164588
splinter,0,0,0,0,0,0,0,0,1,5,18,23,21,21,30,30,13,28,42,18,16,15,8,topic_193,0.0147670545
full-text-search,80,187,249,279,324,374,427,464,429,438,368,336,310,337,310,310,277,246,253,246,204,260,83,topic_946,0.15617952
custom-controls,17,86,161,219,198,266,316,343,292,292,246,218,188,174,161,139,130,117,92,96,91,104,25,topic_4,0.15856388
berkeley-db,11,13,26,29,23,44,50,39,31,18,23,33,16,11,13,16,17,6,11,8,15,4,3,topic_61,0.014070135
cgimage,0,2,18,23,34,35,22,42,46,30,24,23,20,38,20,22,16,25,14,15,20,16,7,topic_409,0.020493956
android-studio-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212,131,21,8,2,1,topic_470,0.009012065
android-studio-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,285,106,18,5,7,2,1,topic_168,0.068152405
compass-sass,0,8,7,15,20,63,104,147,200,319,292,277,170,80,63,50,41,33,14,11,6,11,4,topic_250,0.10868341
runtime-error,5,13,25,41,45,60,99,173,403,549,556,573,464,486,441,398,447,431,433,406,412,308,122,topic_491,0.28337997
accountmanager,0,0,0,4,5,22,33,48,45,36,27,39,36,29,33,27,35,29,12,8,12,11,5,topic_521,0.022577826
basic,2,4,5,11,12,9,3,10,11,22,28,59,62,62,56,49,55,41,44,47,44,35,8,topic_926,0.02293063
geofencing,0,0,0,0,0,0,1,12,11,32,37,69,51,58,49,68,45,52,58,43,41,40,18,topic_367,0.047702562
couchdb,15,31,82,151,227,344,385,391,350,315,310,337,295,321,269,290,283,322,253,259,205,191,52,topic_452,0.552924
spring-data-jpa,0,0,0,0,0,0,2,56,96,157,155,246,317,422,476,638,815,1048,1224,1505,1986,1825,648,topic_950,0.08396853
ios-autolayout,0,0,0,0,0,0,0,0,0,0,0,0,41,70,102,149,143,127,102,77,83,78,22,topic_881,0.045940172
mongodb-java,0,0,0,0,0,4,17,40,68,51,83,78,75,89,76,90,78,35,42,39,35,25,16,topic_882,0.051310163
tiff,21,21,46,46,48,63,57,97,111,89,112,110,83,102,81,92,97,95,85,74,93,101,41,topic_658,0.08784188
iis-7,84,251,411,565,705,910,871,937,828,894,649,501,329,320,253,219,132,159,119,107,82,81,27,topic_778,0.19049254
iis-6,124,234,263,240,254,309,257,214,203,170,148,106,87,76,39,32,33,20,24,16,19,23,5,topic_364,0.15022865
relative-path,14,35,43,77,66,110,114,112,127,123,116,115,102,103,93,87,74,95,56,60,72,53,19,topic_572,0.18993673
pointer-to-pointer,1,0,0,0,0,2,0,0,0,1,5,21,15,14,10,24,12,14,10,7,12,10,1,topic_834,0.0056509613
iis-8,0,0,0,0,0,0,0,3,44,106,138,124,86,88,138,195,182,160,122,139,108,128,26,topic_88,0.1608884
superagent,0,0,0,0,0,0,0,2,4,7,5,18,13,27,43,36,37,37,50,24,36,14,6,topic_305,0.024259869
composite-component,0,0,0,9,16,43,74,58,97,73,71,51,51,56,48,44,23,18,12,16,5,5,4,topic_422,0.036559854
blackberry-eclipse-plugin,0,0,1,46,35,86,73,79,61,58,46,23,4,7,0,0,1,0,0,0,0,0,0,topic_810,0.036036666
web-parts,46,88,121,124,138,194,172,121,88,105,71,55,46,50,22,26,22,19,13,22,27,18,7,topic_150,0.064406365
powershell-4.0,0,0,0,0,0,0,0,0,0,0,8,54,45,130,123,161,173,133,103,143,142,145,40,topic_900,0.050499566
itextsharp,3,19,87,82,115,191,195,213,251,375,429,457,341,419,399,341,0,0,0,0,0,0,0,topic_144,0.19142689
urllib2,11,32,56,68,120,120,144,169,220,237,210,219,190,191,175,172,145,137,107,75,52,50,20,topic_777,0.11376498
wamp,4,26,34,76,87,155,162,250,283,402,453,431,365,381,357,391,292,248,227,199,164,152,47,topic_673,0.35795218
azure-machine-learning-studio,0,0,0,0,0,0,0,0,0,0,0,0,7,31,45,100,70,77,72,72,82,50,14,topic_567,0.006923181
jboss6.x,0,0,0,1,7,89,81,83,42,62,39,64,66,67,54,55,50,53,34,30,47,31,19,topic_741,0.026110856
urllib3,0,0,0,1,1,0,0,7,10,12,8,7,22,27,25,31,29,26,39,53,57,51,22,topic_446,0.032900367
jdialog,4,5,11,22,24,35,70,89,80,94,73,96,52,67,52,40,32,22,25,19,16,21,7,topic_757,0.033923093
httpwebresponse,2,20,36,30,30,47,58,70,66,66,76,60,53,43,54,48,47,28,32,35,42,29,9,topic_265,0.021536222
burn,0,0,0,1,0,2,9,13,37,68,78,47,65,31,37,43,35,31,16,12,22,13,4,topic_150,0.022643497
ruby-on-rails,835,2399,4536,7088,10452,15105,15847,18579,19200,21166,23308,23515,19614,20475,19970,19617,15719,13511,10738,9340,8112,7933,2370,topic_137,0.93977296
datalist,9,25,37,27,28,63,53,79,61,66,72,53,48,46,29,26,19,26,31,28,28,36,10,topic_702,0.035233445
qnamaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,75,88,76,37,topic_72,0.004969658
sandbox,10,27,32,46,61,68,108,161,174,209,152,124,124,110,99,113,101,90,69,59,87,83,31,topic_557,0.1258704
lamp,30,45,33,67,71,85,98,106,104,113,129,108,94,128,107,89,100,100,81,75,73,63,19,topic_105,0.03756652
serverside-javascript,1,0,4,15,25,60,18,25,19,14,17,12,12,20,23,18,15,22,14,16,16,12,2,topic_425,0.0012565382
iife,0,2,1,1,2,4,9,4,18,15,19,28,30,39,39,40,47,43,44,31,34,37,9,topic_100,0.015854053
android-alarms,0,0,2,3,9,18,38,53,76,81,83,109,70,89,66,89,89,51,41,44,29,32,11,topic_949,0.25593543
dexterity,0,0,0,0,0,6,36,26,29,33,32,25,25,22,16,5,10,6,4,2,0,1,0,topic_997,0.0049913577
jquery-validate,8,28,92,199,270,446,454,485,588,696,650,453,380,414,265,250,245,178,148,138,91,91,35,topic_534,0.21874894
class-method,2,10,9,14,14,24,47,32,44,49,46,40,32,41,29,37,30,32,30,41,25,31,12,topic_358,0.02876517
azure-resource-manager,0,0,0,0,0,0,0,0,0,0,0,1,5,24,92,255,141,182,186,189,209,224,53,topic_235,0.07853744
nsnotifications,0,12,14,18,22,31,66,42,35,36,23,25,11,25,24,17,13,12,3,6,12,6,3,topic_208,0.022500498
openpyxl,0,0,0,0,2,4,8,16,20,29,42,40,52,114,147,181,189,262,275,265,287,352,143,topic_827,0.048402883
kendo-asp.net-mvc,0,0,0,0,0,0,0,0,2,102,227,262,249,281,217,216,183,170,121,122,121,157,23,topic_282,0.05175585
auth0,0,0,0,0,0,0,0,0,0,0,0,1,2,29,38,97,255,244,202,209,204,215,91,topic_768,0.11343755
montecarlo,1,4,11,7,13,15,15,21,20,42,43,48,29,31,34,62,56,57,53,73,57,82,27,topic_945,0.040931765
windows-phone,1,0,0,1,46,71,99,271,453,1010,1215,1234,753,635,510,311,137,61,19,10,5,3,0,topic_686,0.23954612
aapt,0,0,0,4,7,20,16,11,21,27,37,21,19,29,22,23,22,20,33,32,29,21,10,topic_730,0.04988095
mongo-cxx-driver,0,0,0,0,0,0,0,2,1,0,0,1,2,3,5,11,32,26,34,28,17,20,12,topic_865,0.007228639
struts2-jquery,0,0,0,0,0,0,0,1,66,77,61,44,45,27,14,15,9,5,3,3,4,6,4,topic_163,0.0142277945
anorm,0,0,0,0,0,6,5,30,21,42,41,36,32,34,32,28,23,6,8,11,4,4,1,topic_605,0.023445664
task-queue,0,1,3,13,30,44,29,43,46,38,38,50,37,40,39,40,35,19,15,26,24,31,8,topic_691,0.03503618
ssrs-grouping,1,0,1,2,8,10,13,14,21,37,56,73,67,39,7,7,9,8,5,7,8,10,4,topic_3,0.027184201
smoothing,0,4,9,5,10,16,17,23,29,42,25,31,26,33,26,31,31,44,42,64,57,65,28,topic_415,0.034531992
c++-cx,0,0,0,0,0,0,12,24,79,102,48,38,58,58,65,41,41,53,41,27,13,26,6,topic_295,0.06689979
events,277,643,996,1257,1418,1872,1978,2092,2191,2357,2211,1977,1608,1629,1541,1433,1226,1342,1100,1147,1113,1039,330,topic_248,0.7890403
pointers,110,352,518,774,936,1241,1478,1775,2208,2737,3118,3275,2976,3228,3101,2946,2497,2539,2237,1998,1723,1737,473,topic_854,0.7199437
webrequest,15,19,29,50,59,68,59,73,71,83,88,82,77,59,78,69,72,73,67,69,67,66,21,topic_211,0.026294181
intellij-14,0,0,0,0,0,0,0,0,0,0,0,2,71,172,145,50,40,25,40,30,35,28,9,topic_56,0.056879595
operator-precedence,8,17,18,34,53,63,54,68,77,87,104,96,80,87,83,79,82,77,59,66,71,60,11,topic_787,0.06888407
ibaction,0,0,1,22,24,46,56,63,63,75,57,60,58,59,35,55,48,28,27,20,23,20,4,topic_720,0.030075997
cardview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,77,68,64,57,64,49,19,topic_732,0.004002594
dust.js,0,0,0,0,0,0,0,15,49,65,51,64,47,31,38,27,22,6,8,5,8,5,1,topic_218,0.009704857
jquery-ui-slider,1,1,2,1,6,29,34,69,69,60,60,56,44,39,29,32,30,24,17,22,19,7,3,topic_671,0.116058655
input,44,137,232,373,479,760,871,1074,1272,1699,1802,1849,1623,1728,1586,1586,1475,1473,1310,1341,1361,1219,392,topic_531,0.637214
paramiko,2,3,9,13,28,35,58,57,52,76,70,91,95,131,107,126,96,152,135,137,156,163,89,topic_287,0.12288746
gremlin,0,0,0,0,0,0,6,33,35,56,66,45,71,90,77,130,154,144,153,234,263,292,108,topic_632,0.17911543
toolkit,17,11,34,31,26,36,35,44,40,33,32,35,22,20,16,21,13,8,12,13,19,8,5,topic_468,0.032032155
wand,0,0,0,0,0,0,1,0,2,9,14,9,18,23,25,24,16,25,25,24,18,28,13,topic_755,0.008300932
difference,0,2,0,0,0,5,1,3,5,29,47,138,109,123,101,122,113,102,92,96,85,96,34,topic_278,0.26090452
styles,34,87,183,196,222,248,371,566,638,704,673,370,375,311,163,340,331,326,281,315,309,260,96,topic_853,0.46596923
react-hooks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,127,1090,703,topic_409,0.07744856
illegalargumentexception,2,0,2,7,7,19,33,33,49,56,55,68,42,63,64,63,50,38,40,41,41,28,9,topic_835,0.091477275
hotkeys,15,24,31,31,40,76,62,56,56,43,61,59,49,47,53,44,25,43,38,27,33,35,13,topic_726,0.05736918
view-helpers,1,2,2,3,13,22,27,32,54,37,28,29,27,27,24,14,10,7,3,6,5,14,7,topic_901,0.03248434
interrupt-handling,0,4,9,4,16,13,18,27,26,34,48,47,44,43,44,40,47,43,28,35,35,36,10,topic_575,0.022197025
q-lang,0,0,0,0,0,0,1,0,0,8,4,33,17,39,5,14,23,31,41,32,0,0,0,topic_759,0.010470979
rasa-nlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,68,88,117,36,topic_495,0.01884163
hibernate,221,628,958,1590,2079,2915,3135,3940,3997,4398,4683,5041,5067,4776,5004,5015,4378,4676,4134,3568,3763,3905,1179,topic_950,0.5716383
onmouseover,1,7,11,24,23,40,60,69,86,90,66,73,42,56,43,30,25,28,23,20,36,20,6,topic_990,0.15679942
colors,91,135,278,361,441,629,728,841,898,1088,1116,1185,1037,1055,1022,956,891,909,801,783,688,767,233,topic_35,0.36980885
pushsharp,0,0,0,0,0,0,0,0,7,28,25,33,24,33,19,37,16,14,5,6,5,10,0,topic_635,0.011047586
kops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37,68,84,59,14,topic_514,0.0074588265
android-optionsmenu,0,0,0,0,1,0,16,16,24,34,32,34,21,21,19,18,18,19,14,8,3,10,3,topic_878,0.014709417
sidekiq,0,0,0,0,0,0,0,3,58,111,143,197,163,170,179,189,144,141,93,103,100,93,31,topic_530,0.12598789
svg-filters,0,0,0,2,3,5,8,10,21,31,27,27,31,22,31,38,18,36,26,34,33,25,18,topic_575,0.015153077
sparklyr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,114,98,98,110,95,44,topic_962,0.009235304
k-means,0,0,6,8,14,41,41,54,77,83,106,135,124,158,116,197,183,206,195,170,194,228,68,topic_461,0.12425545
spring-scheduled,0,0,0,0,0,0,0,0,1,3,5,14,10,15,23,23,28,43,32,29,36,35,10,topic_472,0.030449687
currency,28,54,50,81,78,126,131,127,133,167,147,154,133,143,139,146,95,109,103,100,105,73,28,topic_941,0.13844064
obiee,2,1,0,1,2,6,2,8,14,13,22,25,33,35,29,35,44,80,55,55,58,49,13,topic_541,0.020479148
hashtag,0,0,0,0,8,22,31,47,62,57,80,70,71,50,54,43,28,29,39,20,18,23,11,topic_661,0.08949233
batik,0,2,5,8,4,5,16,14,26,29,17,24,21,22,18,28,16,18,19,8,20,22,5,topic_895,0.0048238314
refresh,15,64,98,152,149,246,279,350,333,381,339,318,261,254,213,194,192,159,131,145,150,152,48,topic_222,0.26749304
spring-cloud-netflix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,123,146,111,135,92,72,18,topic_609,0.05936686
asp.net-ajax,159,295,334,391,397,389,290,295,253,249,200,149,168,187,140,160,135,131,117,119,156,138,42,topic_191,0.093615964
netflix-zuul,0,0,0,0,0,0,0,0,0,0,0,1,4,31,55,94,100,118,114,124,147,175,60,topic_895,0.0143586565
exist-db,0,0,0,2,2,17,8,23,21,17,23,39,22,25,11,50,16,29,17,18,45,25,16,topic_397,0.040022817
phpunit,21,23,65,105,193,289,277,389,410,535,516,499,509,523,523,535,518,529,415,416,367,380,132,topic_60,0.08528776
nivo-slider,0,0,0,0,0,36,80,75,88,90,61,41,24,13,6,7,9,2,2,1,1,5,1,topic_675,0.028346706
diagram,37,48,50,54,57,68,58,60,74,78,78,101,73,62,66,68,52,75,72,66,62,75,22,topic_381,0.04258129
ggplotly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,58,59,51,81,28,topic_194,0.031165307
quartz-core,0,0,1,1,0,1,20,21,37,77,57,32,35,26,28,18,14,16,5,2,9,5,1,topic_703,0.025032774
luabind,0,0,7,7,3,22,16,16,21,23,15,16,7,2,9,1,4,1,0,0,2,0,1,topic_47,0.0029695095
ruby-2.0,0,0,0,0,0,0,0,0,5,134,139,79,37,23,23,14,9,2,1,3,0,1,1,topic_957,0.082815
microsoft-metro,0,0,0,0,0,6,100,530,1611,699,436,181,96,66,78,39,15,9,11,8,12,4,3,topic_610,0.21184461
signalr-hub,0,0,0,0,0,0,4,1,84,110,97,131,93,109,100,79,83,56,71,60,77,80,26,topic_121,0.03453206
unicorn,0,0,0,4,10,24,48,108,96,143,128,159,114,108,68,66,43,35,36,19,11,22,6,topic_879,0.04835635
file-extension,11,11,34,29,24,46,46,58,73,66,74,62,57,59,54,49,37,34,30,31,36,22,5,topic_800,0.051434495
multiprocessing,5,26,56,60,77,137,219,285,307,385,460,537,550,496,444,481,535,612,615,653,734,837,323,topic_827,0.17637189
json-deserialization,0,0,0,0,1,2,0,1,0,13,66,70,68,76,112,110,100,100,136,116,139,138,50,topic_264,0.024474267
heap-memory,3,4,14,27,26,47,54,69,75,75,99,125,126,137,168,154,142,157,134,149,116,154,50,topic_155,0.20515826
emscripten,0,0,0,0,0,0,0,8,10,31,28,50,44,46,61,50,36,47,62,52,70,75,34,topic_288,0.054767687
vectorization,1,2,10,23,32,53,76,105,154,212,193,231,234,324,360,340,390,356,291,293,290,343,96,topic_132,0.20066524
mplot3d,0,0,0,0,1,3,3,7,6,9,15,14,12,16,19,31,22,29,19,18,17,15,10,topic_355,0.0045152586
bigcommerce,0,0,0,0,0,0,0,0,1,43,104,83,116,125,86,175,155,107,67,99,69,75,19,topic_149,0.0873163
tile,0,3,7,9,16,26,34,43,50,70,91,86,62,39,48,42,33,37,29,26,24,27,7,topic_454,0.041007854
ios-app-extension,0,0,0,0,0,0,0,0,0,1,0,65,270,71,42,35,62,26,27,30,14,25,6,topic_665,0.03165066
bitwise-operators,5,17,24,40,63,93,89,74,80,106,108,114,109,150,187,168,143,143,128,142,105,111,27,topic_652,0.02382076
keyword,12,50,69,94,93,124,107,115,110,113,112,120,88,99,90,103,72,106,71,99,78,63,28,topic_366,0.05345703
uiview,3,77,281,498,666,967,1012,1187,1197,1321,1287,1343,1134,1115,1103,985,853,774,681,499,423,359,91,topic_724,0.68094605
git-push,1,4,9,20,21,38,36,45,60,54,98,57,66,79,59,69,69,69,70,68,63,66,19,topic_292,0.03773522
has-and-belongs-to-many,6,12,33,54,74,95,79,110,113,97,126,84,76,80,50,40,38,35,19,39,27,24,3,topic_342,0.016638914
typeahead.js,0,0,0,0,0,0,0,2,1,34,160,178,129,144,161,104,67,75,54,39,43,36,16,topic_888,0.032523315
operator-keyword,2,7,10,31,52,88,101,120,138,179,180,167,144,163,128,122,106,101,94,86,78,76,29,topic_930,0.1034077
boolean-expression,1,4,7,9,17,21,13,19,35,46,50,46,58,33,44,62,73,38,45,40,52,30,11,topic_453,0.0075510885
java-me,74,215,372,432,486,859,943,820,578,375,216,172,64,60,40,32,21,20,17,2,7,9,1,topic_210,0.19313873
mvvm-light,0,0,1,79,194,242,175,182,149,258,171,161,196,185,153,156,99,92,71,70,79,62,14,topic_265,0.061431188
cassandra-2.0,0,0,0,0,0,0,0,0,0,0,18,166,220,224,253,163,87,58,32,37,43,35,12,topic_566,0.06159138
large-files,20,35,35,50,44,47,50,75,73,83,85,91,67,45,73,72,85,67,64,49,35,47,21,topic_729,0.015050052
local-storage,0,0,2,40,95,149,224,328,352,438,455,429,394,416,369,415,424,446,441,409,417,432,130,topic_959,0.44795784
numpy-ndarray,1,1,0,1,0,1,1,1,0,1,0,2,1,4,0,3,7,13,7,112,207,356,172,topic_559,0.011256511
swig,11,25,47,74,86,107,122,148,179,147,146,166,130,175,177,141,135,112,101,125,114,121,39,topic_693,0.16159438
brute-force,3,10,9,18,13,29,23,26,42,53,47,43,30,70,42,53,49,47,38,41,32,33,8,topic_827,0.015062227
duplicate-removal,1,1,17,19,28,25,41,63,73,121,110,111,108,101,63,0,0,0,0,0,0,0,0,topic_735,0.09215089
cassandra-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,82,86,87,30,11,25,17,1,topic_951,0.0135672195
.net,5898,10600,12459,15013,15901,20462,18564,18653,17867,17443,16094,14762,12242,11615,11641,11281,9910,9871,8576,8361,8689,8151,2640,topic_176,0.9816132
supertest,0,0,0,0,0,0,0,0,6,11,19,31,36,40,40,49,41,28,33,37,58,64,14,topic_757,0.017906828
django-allauth,0,0,0,0,0,0,1,3,16,36,61,102,80,100,87,105,89,72,72,78,64,91,39,topic_512,0.032382537
alexa-skill,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,25,50,114,139,168,181,156,55,topic_637,0.035071127
iis-7.5,0,2,24,68,148,251,342,400,465,408,378,338,242,236,185,164,120,111,73,78,60,64,18,topic_111,0.09123529
icommand,0,1,5,17,16,22,19,20,23,39,32,27,19,29,19,20,19,13,30,19,18,15,0,topic_856,0.0065207193
google-cloud-stackdriver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,53,75,90,109,55,topic_283,0.02814965
