Tag,H2.2008,H1.2009,H2.2009,H1.2010,H2.2010,H1.2011,H2.2011,H1.2012,H2.2012,H1.2013,H2.2013,H1.2014,H2.2014,H1.2015,H2.2015,H1.2016,H2.2016,H1.2017,H2.2017,H1.2018,H2.2018,H1.2019,H2.2019,TopicNumber,Propensity
internationalization,124,191,313,421,498,650,643,693,670,618,556,512,432,453,452,449,373,359,348,309,364,319,125,topic_330,0.44027486
allocator,0,3,6,14,13,21,20,26,30,29,17,24,41,25,29,27,30,35,28,32,21,31,11,topic_1267,0.061160605
fpga,5,9,16,16,24,53,31,46,47,120,135,125,116,201,153,166,137,168,118,142,149,173,45,topic_1115,0.11954148
rlang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,73,72,59,67,43,topic_265,0.010461049
microsoft-graph,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,234,279,588,803,857,904,959,365,topic_1031,0.20645584
instrumentation,9,11,13,31,30,43,50,48,56,63,54,56,37,51,49,56,52,53,49,52,49,42,12,topic_1139,0.08008333
seekbar,0,1,2,9,20,58,66,92,99,110,122,83,62,80,74,83,62,53,55,40,44,29,18,topic_1218,0.103465304
segue,0,0,0,0,0,0,31,232,230,230,302,353,420,498,524,449,391,342,233,211,222,156,35,topic_773,0.114192955
data-mining,8,35,48,63,83,139,141,148,157,157,141,221,138,151,108,168,140,104,119,95,96,60,14,topic_461,0.24003416
disqus,0,0,7,8,17,39,28,62,59,69,85,70,37,39,46,36,32,25,14,14,13,13,8,topic_350,0.17497556
gdb,53,79,157,219,254,416,429,519,495,539,476,558,491,500,459,452,515,452,404,380,382,402,126,topic_1154,0.62243086
pexpect,2,1,7,10,11,7,16,24,32,44,34,41,44,47,38,58,43,36,35,36,43,45,9,topic_733,0.005495698
emacs,197,357,437,638,760,766,970,1258,1261,1283,1417,1396,1171,830,644,681,514,470,370,317,302,297,61,topic_1397,0.15750332
gdi,30,52,76,81,110,113,136,118,132,101,117,77,79,90,58,50,56,56,63,25,47,44,20,topic_1267,0.2078016
google-admin-sdk,0,0,0,0,0,0,0,0,2,32,116,93,103,118,92,85,79,73,49,65,95,64,18,topic_523,0.1235119
core-bluetooth,0,0,0,0,0,0,4,40,109,125,199,217,214,201,167,115,129,113,119,95,112,98,29,topic_1408,1.0
clang++,0,0,0,0,0,0,3,17,20,40,56,68,69,102,110,92,111,115,94,122,114,100,29,topic_948,0.19461218
zk,1,0,2,5,31,42,28,59,78,130,133,99,57,66,71,66,46,38,47,35,27,22,7,topic_814,0.02552881
combinations,3,21,33,46,59,110,117,153,187,226,280,273,265,267,287,277,246,258,243,295,293,261,90,topic_1278,0.48287132
linkedin-api,0,0,0,0,0,1,0,1,4,1,1,1,1,57,99,83,86,84,106,133,142,322,78,topic_1137,0.07849964
fabric,0,0,11,28,24,54,53,98,103,105,113,108,79,102,102,82,60,67,31,37,55,57,10,topic_940,0.056908548
openssl,31,49,79,142,222,307,343,511,569,708,637,804,651,760,676,738,634,683,545,754,833,911,269,topic_70,0.23013885
pharo,0,3,8,15,18,21,37,27,39,97,51,45,68,66,54,57,27,45,31,38,24,27,3,topic_930,0.078230955
extendscript,1,2,1,3,6,11,9,30,24,50,43,39,45,51,40,49,33,40,29,28,38,50,20,topic_1173,0.05264463
imshow,0,0,0,0,0,0,0,0,1,0,12,29,33,40,31,47,50,40,37,43,41,48,24,topic_193,0.14872119
blackberry-webworks,0,0,0,0,1,27,38,108,136,90,83,46,14,10,8,1,2,1,0,0,0,0,0,topic_45,0.14500259
rpmbuild,0,1,4,13,13,21,33,20,36,33,33,45,45,68,50,60,31,33,34,31,39,27,11,topic_1197,0.22077073
geb,0,0,0,0,0,8,10,19,37,50,50,77,67,57,53,70,57,45,57,42,41,32,0,topic_1208,0.009035542
signals-slots,4,7,28,49,45,46,58,95,75,96,95,82,78,91,66,92,103,69,72,46,47,32,10,topic_1347,0.08805152
reportviewer,29,60,73,116,87,140,111,135,137,183,167,146,124,123,88,100,68,79,62,54,79,64,22,topic_376,0.46698603
sharepoint,512,1111,1514,1363,1295,1429,1316,1284,1248,1133,1281,1473,1208,1096,1004,1017,821,916,738,834,935,919,360,topic_191,0.70004797
gem,15,21,58,78,179,417,509,604,639,738,690,712,602,593,468,0,0,0,0,0,0,0,0,topic_893,0.5611511
glassfish,17,58,117,230,264,415,463,545,532,574,600,579,541,493,402,336,275,252,257,190,173,183,39,topic_332,0.40241557
virtualbox,8,16,23,36,40,56,89,160,153,184,270,334,380,387,465,461,369,383,318,280,279,273,80,topic_316,0.18195277
operators,40,95,167,223,265,258,281,328,335,411,429,387,348,342,348,352,321,288,234,238,228,222,84,topic_1126,0.4572794
ctags,4,11,16,22,27,37,57,63,41,46,32,34,30,29,33,25,20,33,39,16,18,12,6,topic_1090,0.02616126
sencha-architect,0,0,0,0,0,0,0,49,54,140,119,74,49,47,62,15,10,19,25,8,12,5,8,topic_330,0.030833073
get,23,55,156,208,295,463,570,673,763,1003,985,936,765,804,844,796,698,781,626,676,672,648,200,topic_255,0.2584491
jplayer,0,0,0,6,6,29,65,102,98,104,82,50,47,32,47,33,23,19,6,4,7,11,3,topic_349,0.028926086
undefined-reference,0,4,7,14,18,31,35,62,50,80,62,81,51,71,64,64,49,54,55,46,32,32,15,topic_1356,0.03937614
scapy,1,1,2,5,8,15,23,35,51,41,55,97,97,136,107,115,100,105,126,101,125,125,46,topic_1368,0.1575164
python-unittest,0,2,7,9,5,11,11,6,14,28,51,120,84,104,142,136,140,178,171,190,217,224,80,topic_1134,0.08283132
tizen-web-app,0,0,0,0,0,0,0,0,1,9,11,18,17,17,28,35,39,48,37,21,35,33,13,topic_1275,0.121181265
transformation,3,9,39,42,60,82,87,121,131,163,182,184,139,143,126,131,156,146,109,140,131,142,43,topic_1367,0.4049814
kinect-sdk,0,0,0,0,0,0,0,2,45,79,62,73,55,83,49,60,30,14,15,14,9,11,9,topic_106,0.059290476
sublimetext,0,0,0,2,1,0,46,146,123,137,282,381,336,333,240,245,206,164,109,82,81,63,16,topic_494,0.3857475
swift-playground,0,0,0,0,0,0,0,0,0,0,0,58,128,127,106,89,82,154,51,108,47,104,15,topic_712,0.08549618
drupal-taxonomy,0,0,2,10,25,41,26,21,30,25,25,18,19,11,9,12,12,11,4,4,6,5,1,topic_1044,0.011586023
xtext,1,1,2,5,6,18,49,44,83,93,63,84,56,83,77,73,88,100,66,82,59,60,17,topic_284,0.16736111
self,1,10,18,19,32,47,61,61,69,70,64,79,69,71,50,50,53,73,49,47,63,51,19,topic_1406,0.11063956
simple-injector,0,0,0,0,0,2,1,18,33,40,35,63,73,79,104,95,83,104,64,51,65,52,14,topic_176,0.0032444755
windows-phone-7,1,0,0,132,1281,2469,3258,4366,2689,2316,1935,900,273,141,70,16,8,3,5,1,1,0,0,topic_706,0.9126419
windows-phone-8,0,0,0,1,2,1,3,8,688,2801,4023,5009,2828,1688,743,363,132,57,37,5,5,0,0,topic_1146,0.6512608
nsfetchedresultscontroller,0,0,22,60,89,105,139,171,182,211,211,212,148,115,107,112,91,67,48,42,35,37,7,topic_712,0.17725994
alexa,0,0,2,2,5,1,3,6,5,4,13,12,8,6,14,39,77,225,256,422,397,343,111,topic_637,0.08620537
google-places-api,0,0,0,0,2,4,29,183,194,223,192,225,180,323,327,401,382,379,294,285,267,339,100,topic_1400,0.30094653
translate,1,6,6,14,19,41,37,47,56,69,71,71,67,66,70,96,84,76,50,80,83,84,36,topic_1443,0.07023277
xamarin.uwp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,74,69,62,61,74,11,topic_1430,0.041731067
xib,2,13,34,37,65,157,160,168,181,196,221,157,170,214,192,182,162,129,95,94,96,70,20,topic_844,1.0
fgetcsv,0,0,0,9,9,22,24,24,21,29,49,29,29,30,20,26,19,28,14,9,23,13,4,topic_231,0.06498856
media-queries,0,0,3,1,16,58,131,227,399,580,571,561,467,506,463,433,376,378,322,315,275,310,88,topic_221,0.1821737
collation,16,28,42,60,64,88,90,100,77,102,85,81,63,67,84,88,75,76,68,62,57,50,15,topic_1461,0.12409941
valgrind,8,15,34,54,68,96,148,189,211,170,221,182,213,236,207,201,152,153,150,157,137,161,36,topic_1106,0.14119624
cgal,2,6,4,6,7,4,14,15,18,40,40,82,51,55,82,73,44,62,59,62,84,88,14,topic_1063,0.067085795
delete-row,1,7,26,28,33,28,46,54,71,88,80,116,118,90,105,106,76,87,79,78,76,57,19,topic_1462,0.29762146
ghc,1,10,15,33,36,84,91,136,134,105,124,166,167,178,147,126,106,98,96,89,75,67,17,topic_917,0.16933268
data-annotations,1,4,51,146,136,202,185,180,179,194,180,180,140,140,132,115,108,113,73,77,80,63,34,topic_708,0.12132616
xjc,1,4,10,8,15,21,31,49,49,44,51,34,52,44,41,41,28,30,25,21,18,32,5,topic_1242,0.34986523
django-mptt,0,5,2,8,5,16,9,20,20,21,18,22,13,17,16,9,17,7,15,16,13,12,2,topic_114,0.10342262
mstest,40,63,87,113,132,163,164,171,174,182,172,131,105,120,100,151,99,108,117,106,132,118,50,topic_1179,0.24868667
mapreduce,9,17,28,102,136,233,341,598,751,884,985,1014,935,1065,884,832,649,608,404,396,338,292,73,topic_1043,0.7903942
winrt-xaml,0,0,0,0,0,0,2,176,573,654,500,478,417,384,317,255,83,26,16,12,5,7,5,topic_1170,0.19114047
terraform,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,67,102,238,374,529,692,967,452,topic_660,0.49126825
send,3,11,25,48,51,85,96,141,142,161,147,156,124,131,104,83,80,81,59,72,42,54,12,topic_470,0.09976932
icloud,0,0,0,0,0,2,123,230,231,201,172,196,226,189,183,142,111,99,95,54,91,60,22,topic_526,0.18546596
firebase-cli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,100,82,27,topic_253,0.11464497
c++03,5,3,2,3,5,5,16,29,42,60,38,50,75,61,63,44,51,47,46,20,33,23,10,topic_620,0.08451688
sqlsrv,0,0,0,0,0,1,0,1,2,23,47,56,42,42,42,54,47,59,58,62,48,42,52,topic_1385,0.06946738
gif,11,21,26,46,47,78,97,108,119,168,156,149,153,145,161,175,165,153,119,114,112,126,44,topic_431,0.3939826
scala,22,143,473,838,1236,1754,2575,2479,3060,3874,4679,5254,5229,6071,6823,7153,7563,7051,6609,6405,5376,5219,1754,topic_19,0.88476396
scale,0,18,28,58,80,123,169,204,227,297,271,283,238,219,196,192,159,193,159,146,147,164,56,topic_466,0.5650546
spring-rabbit,0,0,0,0,0,0,3,2,2,9,8,10,27,43,40,36,54,66,49,37,33,11,9,topic_923,0.04075883
openssh,4,8,11,13,26,25,29,35,39,48,39,46,47,31,36,73,47,46,40,60,59,70,27,topic_503,0.18781614
wildcard,12,25,54,91,73,120,120,152,215,229,227,233,244,220,231,202,190,216,187,177,175,168,57,topic_477,0.8133724
gis,36,52,75,110,128,130,140,174,194,212,202,215,184,236,276,288,231,280,240,249,309,294,120,topic_1364,0.14753544
taglib,8,14,26,20,32,58,58,63,84,74,68,63,61,57,42,48,41,33,25,17,19,15,6,topic_451,0.24912658
security,640,1120,1451,1823,2145,2788,2546,2936,2843,2989,2824,2936,2267,2552,2386,2313,2001,1968,1777,1724,1810,1617,556,topic_105,0.7066816
git,211,553,1060,1551,2025,3090,3602,4605,5216,5844,6457,7111,6575,7199,7636,7966,7249,7393,6804,6655,6400,6377,2008,topic_1243,0.87389594
idisposable,14,70,59,84,80,84,84,76,67,72,92,62,60,49,56,42,50,38,29,25,24,28,3,topic_805,0.10674109
asynchronous,72,212,318,453,546,817,1023,1230,1468,1734,1906,2300,2160,2343,2619,2660,2430,2517,2605,2330,2298,2270,768,topic_455,0.945018
jquery-masonry,0,0,0,0,1,25,51,102,168,168,173,135,82,80,70,44,41,29,26,15,8,13,2,topic_160,0.214986
axapta,14,9,35,25,37,69,75,166,151,143,95,193,159,167,174,169,182,168,83,65,63,52,17,topic_1434,0.056156244
c++14,0,0,0,0,1,0,1,1,2,32,79,154,252,437,624,679,722,772,659,629,518,467,164,topic_923,0.581142
factory,25,52,43,66,78,74,83,84,80,133,140,171,171,199,210,190,159,132,106,115,104,125,34,topic_264,0.40726063
c++11,18,38,58,181,352,657,992,1269,1881,2854,3163,3675,3486,3926,4111,4120,3647,3484,3068,2695,2249,2021,638,topic_1221,0.7896807
implementation,0,25,59,73,95,132,122,142,154,163,143,35,56,96,68,77,55,57,50,47,49,64,18,topic_835,0.5749919
google-closure,0,0,11,13,24,19,54,42,76,68,61,39,33,35,20,16,1,0,0,0,1,6,1,topic_842,0.09451275
c++17,1,0,0,0,2,1,0,1,0,0,3,4,11,30,73,116,265,378,568,632,840,970,324,topic_1329,0.26950628
datacontext,10,70,79,100,91,110,89,90,96,94,65,75,58,52,53,54,48,29,19,25,39,31,6,topic_5,0.09098112
react-props,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,186,226,221,74,topic_160,0.1320028
togglebutton,0,4,8,7,20,51,54,55,60,72,102,66,64,63,59,49,56,49,50,22,40,15,5,topic_98,0.12747426
heroku-toolbelt,0,0,0,0,0,0,0,0,16,63,62,41,29,54,52,58,26,28,28,28,10,5,2,topic_530,0.08216234
gson,0,0,2,21,63,150,169,228,274,378,405,514,472,586,626,626,625,662,528,513,515,489,142,topic_337,0.5227898
gitlab-ci,0,0,0,0,0,0,0,0,0,0,2,14,24,22,82,129,190,268,273,330,444,578,193,topic_321,0.2406584
ghostscript,6,13,18,21,49,53,57,98,102,115,125,114,122,114,85,103,140,105,78,98,92,78,33,topic_1018,0.06553942
amazon-sqs,0,3,5,7,10,18,18,38,37,44,57,72,79,108,135,134,146,161,145,200,265,297,110,topic_331,0.12152312
httprequest,6,10,45,78,100,158,185,226,246,400,406,410,358,332,413,427,367,347,325,407,343,331,138,topic_1233,0.26328838
multitasking,0,0,5,18,122,100,81,75,48,57,65,42,29,27,51,36,31,23,23,27,19,14,7,topic_476,0.16314255
vb6-migration,9,14,18,26,41,29,45,47,51,53,31,34,15,16,25,29,16,15,8,18,33,14,2,topic_98,0.07706519
stylus,0,0,0,0,0,4,5,32,35,33,54,67,71,84,77,64,50,59,41,43,31,27,8,topic_1132,0.023726957
azure-table-storage,0,1,3,15,40,61,53,103,123,124,111,102,54,83,72,114,116,138,121,109,119,92,41,topic_577,0.28426236
android-cursor,0,0,2,2,2,5,28,43,50,82,48,100,67,79,50,59,38,56,34,41,22,20,9,topic_239,0.052505363
intel-xdk,0,0,0,0,0,0,0,0,0,0,12,134,158,151,132,125,78,45,7,2,1,0,0,topic_1036,0.14786129
normal-distribution,3,0,6,3,7,10,8,26,29,45,39,57,37,53,60,51,58,64,62,54,76,66,17,topic_1287,0.05178034
quantile,0,0,1,3,3,4,2,0,17,19,20,18,34,38,30,37,36,39,41,46,35,46,11,topic_134,0.066835515
mesosphere,0,0,0,0,0,0,0,0,0,0,0,5,15,69,77,84,51,43,31,22,27,17,2,topic_1019,0.037381582
android-transitions,0,0,0,0,0,0,1,0,0,1,1,8,28,60,97,63,73,61,55,61,63,44,13,topic_883,0.035588
pyglet,5,4,10,11,16,12,9,34,37,42,26,43,30,41,25,27,35,47,32,33,35,77,20,topic_1352,0.11688077
load-balancing,33,52,50,71,78,100,107,155,191,198,181,180,212,231,231,271,231,256,226,221,264,248,99,topic_636,0.4117772
glm,0,0,0,1,2,4,16,15,22,39,58,76,64,76,77,87,86,106,100,86,118,148,56,topic_1455,0.069166854
openmpi,0,3,3,10,14,13,22,41,56,54,71,75,52,51,67,79,62,82,64,60,49,64,20,topic_756,0.06879825
xna,41,82,123,221,355,511,633,860,816,879,763,640,349,273,183,179,115,76,49,32,45,40,14,topic_1323,0.1842732
devise,0,0,0,19,275,676,779,893,886,997,1198,1267,1075,1054,978,1004,739,645,506,391,310,306,81,topic_336,0.2714735
jcombobox,5,12,22,29,38,98,98,155,167,250,200,231,148,175,132,107,81,100,57,48,61,49,18,topic_139,0.14299177
raw-sockets,2,2,11,6,16,12,9,22,27,25,36,30,23,17,20,25,17,17,15,22,30,26,9,topic_1003,0.022382008
qthread,0,0,6,12,17,34,30,49,55,81,80,73,52,65,44,72,71,66,67,73,77,70,28,topic_109,0.06691027
delphi-2010,0,3,112,200,158,162,135,118,113,119,65,37,39,40,35,47,42,15,24,23,23,16,15,topic_1355,0.07087813
uitabbar,0,3,32,61,89,147,140,150,168,146,133,147,107,119,133,104,94,57,82,76,72,69,14,topic_1463,0.092044085
number-formatting,4,14,19,34,54,79,108,95,101,136,134,129,92,128,132,122,118,112,101,133,105,73,37,topic_1493,0.0789322
kernel-extension,0,0,0,3,4,1,14,11,28,19,21,20,23,10,23,22,18,18,29,22,18,17,8,topic_309,0.09529412
cygwin,61,107,116,153,189,277,340,439,399,536,530,500,425,463,421,412,327,347,265,233,226,221,48,topic_800,0.78102434
resharper,76,114,133,167,171,228,224,244,262,290,260,293,247,225,304,277,210,230,165,165,115,120,24,topic_1366,0.4258373
android-navigation,0,0,0,0,0,0,1,1,2,1,52,77,66,53,40,38,16,13,16,28,65,72,36,topic_737,0.008305383
uiactivityviewcontroller,0,0,0,0,0,0,0,1,40,80,95,93,122,122,121,91,88,60,67,51,30,44,13,topic_1189,0.07558574
gsub,0,0,7,22,13,29,26,49,37,57,70,108,115,112,135,151,124,128,155,135,115,126,41,topic_1354,0.36023054
gmp,2,7,8,27,19,34,31,40,47,68,59,56,44,53,53,45,32,37,32,34,27,38,18,topic_1352,0.14582956
android-install-apk,0,0,0,1,6,24,24,26,27,25,28,31,25,31,22,19,20,46,26,34,36,35,14,topic_1432,0.027348066
three.js,0,0,0,0,2,4,70,215,659,969,1015,889,1010,1150,1127,1196,1095,1096,981,1060,1044,1064,309,topic_1058,0.9484235
draggable,7,26,57,77,128,178,161,205,223,252,214,191,175,166,138,141,109,119,99,74,117,96,31,topic_443,0.5959192
delphi-2007,14,49,48,68,72,86,60,54,42,49,33,25,25,38,33,20,17,21,7,19,7,28,3,topic_1058,0.05157648
delphi-2009,57,149,143,115,64,64,68,50,46,22,14,13,15,26,30,5,6,8,5,8,21,3,2,topic_295,0.3584105
typeorm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,9,34,57,149,201,117,topic_846,0.16478097
xor,8,6,13,30,31,46,44,68,49,79,69,102,69,64,86,60,87,100,66,66,58,59,20,topic_579,0.17031793
zend-form,7,30,86,117,169,235,231,245,220,155,108,86,56,64,31,49,36,14,23,13,18,15,1,topic_1401,0.20380351
.net-assembly,3,6,7,2,8,94,90,136,216,210,249,239,227,183,207,159,152,180,136,117,107,131,41,topic_832,0.13229448
facebook-messenger-bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,174,182,134,106,74,24,topic_414,0.06434751
form-for,1,5,7,14,23,44,52,63,55,82,77,89,74,69,45,53,47,33,17,14,11,21,9,topic_131,0.048161823
objectify,0,0,0,2,10,28,33,86,98,77,73,81,115,102,83,80,66,49,30,38,19,22,4,topic_1369,0.2088438
union,13,32,50,77,97,149,161,209,239,267,244,286,247,219,208,218,211,218,194,231,183,203,81,topic_1115,0.22008733
radio-group,1,0,2,1,5,26,27,47,47,67,64,74,49,38,38,50,42,58,37,38,61,46,11,topic_587,0.09096931
hadoop2,0,0,0,3,2,0,0,0,0,0,4,59,161,171,170,241,239,316,167,182,145,111,25,topic_1043,0.13602515
qlikview,0,0,3,2,7,2,3,15,10,19,41,50,64,81,89,95,75,69,70,49,47,69,22,topic_547,0.24334073
gnu,18,33,38,47,63,102,90,133,121,148,125,124,121,112,144,134,113,101,114,80,111,108,36,topic_616,0.32357675
veins,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,63,44,79,60,52,48,67,20,topic_1028,0.021383587
database-connection,27,58,84,112,169,269,261,326,317,385,402,410,341,399,323,363,301,305,237,258,272,269,90,topic_1228,0.4937588
stdout,21,39,67,79,113,135,148,184,176,217,227,234,200,200,220,196,179,206,179,197,171,186,60,topic_464,0.09188272
stored-procedures,233,470,643,753,909,1145,1166,1390,1626,1739,2076,2123,1967,2036,1828,2024,1733,1763,1552,1384,1156,1076,403,topic_993,0.69898254
ember-data,0,0,0,0,0,0,1,49,190,614,814,683,660,645,498,378,235,216,160,112,91,63,16,topic_988,0.7482054
inotify,1,3,6,14,17,20,34,36,47,33,38,21,22,26,20,28,24,25,23,21,21,19,16,topic_1090,0.020653626
robots.txt,5,11,15,24,52,52,68,59,74,96,84,79,79,92,84,72,55,50,44,36,53,50,22,topic_1494,0.14834578
crash-reports,3,5,19,14,29,51,42,60,92,105,83,95,81,109,110,70,85,93,82,73,45,33,17,topic_361,0.15979323
dapper,0,0,0,0,0,32,70,107,108,101,125,105,137,141,134,178,194,204,174,183,188,201,64,topic_150,0.3678975
i2c,1,6,6,5,8,12,19,10,32,43,38,55,58,72,63,84,85,103,91,86,84,131,41,topic_591,0.24950232
enumeration,29,41,38,57,58,117,92,90,77,96,110,119,93,71,82,83,73,67,52,52,47,64,20,topic_1443,0.093051255
quicksort,2,11,16,28,35,62,73,85,118,116,156,181,154,196,158,168,165,162,128,108,108,142,35,topic_1356,0.09730606
gsutil,0,0,0,0,0,0,1,0,3,11,16,28,40,35,33,27,35,39,58,56,52,58,13,topic_334,0.05583473
amazon-sns,0,0,0,2,3,5,3,11,12,17,45,62,65,82,126,146,169,150,175,184,193,187,79,topic_877,0.06597517
area,1,6,15,17,21,37,35,49,83,86,68,93,65,62,51,60,55,57,49,53,44,44,20,topic_353,0.11745262
visibility,13,37,59,98,83,176,175,167,163,223,194,183,139,167,135,121,127,103,97,99,105,74,27,topic_1307,0.3895004
apache-httpclient-4.x,0,1,4,12,13,31,32,55,135,133,160,184,148,170,163,151,108,134,91,103,106,111,37,topic_1101,0.1121006
core-animation,26,112,142,217,247,311,381,410,337,288,224,247,200,170,122,110,84,104,72,58,62,49,18,topic_373,0.13376288
cryptography,65,145,192,273,332,470,428,493,502,555,618,672,561,630,644,683,595,725,580,586,553,571,175,topic_324,0.22784574
gps,17,40,112,171,298,469,551,693,641,739,683,743,625,595,600,554,505,405,336,253,234,264,69,topic_275,0.4875718
arcore,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115,206,268,340,106,topic_234,0.1440749
gpu,10,7,27,54,56,115,139,228,317,284,313,266,211,241,251,295,319,402,364,405,467,475,170,topic_1428,0.19892651
survival-analysis,0,0,0,0,1,0,1,3,6,28,22,30,32,49,59,46,44,63,42,64,58,82,30,topic_1287,0.041060682
toast,0,1,3,12,37,67,88,97,123,142,105,104,87,98,79,82,82,84,67,78,67,73,22,topic_152,0.18193239
php-curl,0,0,0,0,0,1,0,0,0,2,0,0,0,16,32,31,44,42,69,107,107,150,48,topic_243,0.2873717
arel,0,0,0,12,42,67,51,52,55,57,35,29,35,41,32,24,20,18,14,14,21,8,7,topic_1436,0.093712755
maven-dependency-plugin,0,0,3,0,3,14,12,19,19,21,23,19,19,20,20,30,29,17,12,19,18,10,13,topic_1453,0.054846104
scatter-plot,1,1,6,9,4,14,22,47,75,95,115,105,110,118,126,143,143,167,140,144,190,166,57,topic_775,0.058703978
sql-server-express,26,52,90,98,97,131,130,102,93,103,88,50,54,61,43,77,60,61,37,45,37,34,14,topic_205,0.19262695
minecraft,0,0,0,0,3,24,41,67,84,126,115,174,141,125,101,223,143,142,111,114,107,155,73,topic_1252,0.32503936
http-redirect,0,3,4,8,11,11,12,27,67,79,83,78,56,62,54,50,51,60,49,61,68,52,23,topic_1470,0.33495483
gql,3,15,24,25,24,37,39,31,30,27,24,25,13,12,19,13,10,10,9,11,3,14,3,topic_1331,0.03861147
datasnap,2,2,9,13,7,17,28,53,44,18,15,28,34,42,26,39,23,16,10,13,12,14,2,topic_801,0.07433628
xsd,124,271,353,451,546,633,662,845,796,853,769,762,783,748,686,686,544,502,474,367,395,385,117,topic_509,0.31906587
string-formatting,10,37,58,77,106,158,229,184,202,253,268,223,199,213,201,192,189,179,176,164,178,137,41,topic_514,0.2676539
nsdate,3,16,56,100,157,296,296,334,326,388,400,353,292,325,374,386,279,138,97,58,45,35,9,topic_1282,0.1802341
argv,1,4,10,16,19,19,31,48,56,62,82,73,54,78,62,63,50,55,47,33,27,38,14,topic_995,0.59454316
hibernate-criteria,1,0,1,10,17,27,56,50,84,92,80,75,76,91,115,106,106,81,64,88,88,98,32,topic_696,0.36132124
symfony-2.3,0,0,0,0,0,0,0,0,1,41,313,140,69,62,28,38,4,27,26,23,5,4,0,topic_375,0.1246186
yii2-advanced-app,0,0,0,0,0,0,0,0,0,0,0,0,10,172,303,248,302,256,202,198,156,96,25,topic_1456,0.09685218
symfony-2.1,0,0,0,0,0,0,1,10,500,375,61,17,16,20,11,5,4,19,21,12,19,4,1,topic_921,0.011790261
nsdata,1,8,54,68,75,136,155,205,187,189,167,177,164,165,176,141,121,71,53,42,32,17,16,topic_758,0.08401461
node-webkit,0,0,0,0,0,0,0,0,5,36,72,154,222,214,174,105,67,46,21,18,8,8,4,topic_398,0.23072289
xss,47,67,102,149,159,207,192,241,215,240,212,215,171,211,180,191,169,166,158,131,145,165,60,topic_848,0.45490572
hibernate-search,1,9,12,12,18,52,36,47,63,61,81,89,74,62,64,83,76,72,87,58,61,62,16,topic_617,0.016878534
xml-rpc,29,31,53,77,77,118,120,124,132,114,99,84,75,62,54,62,67,43,47,40,31,55,16,topic_590,0.14835012
symfony-2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,74,44,133,109,76,46,42,10,topic_1003,0.029950803
encryption-asymmetric,4,6,14,20,22,36,18,21,31,26,24,23,17,27,13,17,19,21,14,19,20,24,8,topic_1367,0.071001135
uiviewanimation,0,2,1,4,20,47,82,94,140,148,117,133,150,113,116,74,80,100,67,83,53,50,19,topic_1419,0.017775532
static-linking,4,8,18,30,41,71,75,83,85,97,84,87,91,90,83,96,74,66,57,41,69,59,21,topic_286,0.17872821
mobile,108,144,245,348,520,1016,1537,1929,1826,2020,1772,1758,1521,1501,1415,1379,1171,1096,907,856,915,916,317,topic_1481,0.691991
android-appbarlayout,0,0,0,0,0,0,0,0,0,0,0,0,0,7,125,127,107,69,53,69,61,57,28,topic_948,0.10806626
prolog,11,27,105,129,212,380,353,539,458,752,581,744,610,728,671,713,635,684,532,576,476,571,93,topic_1280,0.75481796
nsregularexpression,0,0,0,0,1,5,28,46,40,53,48,40,51,53,49,46,28,22,25,24,22,21,12,topic_476,0.11100984
xts,0,0,0,6,19,34,59,100,114,125,95,112,81,102,104,110,129,112,110,99,95,77,20,topic_551,0.07777218
rx-java2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,484,674,733,684,555,167,topic_203,0.1627206
intentservice,0,0,0,0,1,5,38,55,72,89,89,78,82,98,81,93,71,68,54,33,40,27,5,topic_212,0.1118284
azure-worker-roles,0,0,2,3,17,35,41,86,62,83,67,69,69,91,61,45,37,24,16,13,8,8,0,topic_352,0.12646298
linked-server,8,28,33,35,51,55,37,48,53,65,71,47,60,73,58,70,63,70,77,57,55,61,24,topic_872,0.14347513
inject,1,1,7,11,5,26,29,43,42,52,47,65,47,62,52,61,60,57,42,34,37,38,8,topic_1200,0.015018362
gsm,2,9,13,26,30,44,61,72,65,115,80,93,64,81,67,84,69,80,56,49,69,65,25,topic_1306,0.056767616
gsl,0,0,2,12,11,16,27,26,30,48,38,52,42,46,39,48,37,22,36,22,25,25,6,topic_779,0.07975218
gsp,2,17,21,40,20,53,71,75,79,94,117,134,123,121,74,58,41,52,26,30,22,19,2,topic_810,0.13039951
hashset,2,15,28,31,39,53,60,73,85,129,139,141,115,130,107,117,95,97,91,98,89,73,24,topic_340,0.066747084
channel,0,3,14,18,18,19,27,44,51,55,72,72,81,69,76,92,75,100,88,94,121,90,32,topic_520,0.09152709
