topic_0
okhttp: 0.13566826283931732; 
 mouse-listeners: 3.023645112065765e-09; 
 layout-manager: 2.6112017062485116e-11; 
 paintcomponent: 1.8257799785925677e-11; 
 calc: 1.4711502849262814e-11; 
 jlabel: 1.1520250031704649e-11; 
 calllog: 2.2603318956121443e-12; 
 jpopupmenu: 5.56712499450579e-13; 
 jlayeredpane: 4.375828855079228e-13; 
 enter: 1.5399504859226615e-13; 
 jtoolbar: 1.3611429149594512e-13; 
 tax: 8.518759428335215e-14; 
 jtogglebutton: 2.7027167938571683e-14; 
 jsplitpane: 2.2435724204026078e-14; 
 changelistener: 5.194947509684243e-15; 
 topic_452
couchdb: 0.5863457918167114; 
 cloudant: 0.11555494368076324; 
 gridfs: 0.09417882561683655; 
 row-number: 0.07982482016086578; 
 tx-news: 0.0333208367228508; 
 openquery: 0.0330452024936676; 
 document-database: 0.021685894578695297; 
 couchdb-futon: 0.02085978351533413; 
 before-save: 0.015180125832557678; 
 couchdb-nano: 2.854482772818301e-06; 
 couchdb-2.0: 4.321480275848444e-07; 
 gridfs-stream: 2.2625229689765547e-07; 
 couchapp: 1.3779779806100123e-07; 
 pouchdb: 6.669458940677941e-08; 
 dashdb: 1.01562962484536e-08; 
 amazon-simpledb: 1.135465419604964e-11; 
 riak: 2.0780436833095495e-12; 
 nosql-aggregation: 6.230658485895449e-14; 
 patindex: 4.186189630074437e-14; 
 sp-executesql: 2.5570322091271122e-14; 
 topic_453
return-value: 0.39775076508522034; 
 freebsd: 0.19499941170215607; 
 uninstall: 0.18255263566970825; 
 editing: 0.09051204472780228; 
 boolean-expression: 0.08232337236404419; 
 user-interaction: 0.03078938089311123; 
 openbsd: 0.021072164177894592; 
 bsd: 2.570296544490702e-07; 
 uninstaller: 4.937297237717075e-09; 
 reinstall: 4.8501532651235024e-12; 
 circuit: 2.7860537227947235e-13; 
 kqueue: 1.3297155531614285e-13; 
 side-effects: 8.566305081730494e-14; 
 return-value-optimization: 3.7054950443758325e-14; 
 chaining: 1.5143753086385367e-14; 
 expression-evaluation: 4.668605047908683e-15; 
 image-editing: 5.529103383804604e-16; 
 topic_454
associations: 0.4096710681915283; 
 one-to-many: 0.22170867025852203; 
 has-many-through: 0.10521767288446426; 
 has-many: 0.09608112275600433; 
 many-to-one: 0.0626295655965805; 
 jointable: 0.06174538657069206; 
 has-one: 0.026733243837952614; 
 codeship: 0.016210006549954414; 
 models: 1.883908794297895e-06; 
 sequelize.js: 1.2044434924973757e-06; 
 has-and-belongs-to-many: 7.103445653910967e-08; 
 rails-activerecord: 4.020010280214592e-08; 
 belongs-to: 1.935470450575849e-08; 
 self-reference: 1.3309756630164316e-09; 
 hibernate-onetomany: 5.858437623906809e-10; 
 cascade: 2.632819795511665e-10; 
 single-table-inheritance: 4.451252214043855e-11; 
 rails-console: 1.6539662434783553e-12; 
 squeel: 1.813211581748464e-13; 
 attr-accessible: 2.958452303665829e-14; 
 topic_455
https: 0.8893394470214844; 
 nodemon: 0.02793269231915474; 
 atomicity: 0.022042730823159218; 
 npm-scripts: 0.02145666442811489; 
 charles-proxy: 0.01958858035504818; 
 certificate-authority: 0.007227941416203976; 
 npm-request: 0.006470029707998037; 
 countdownlatch: 0.005934559274464846; 
 man-in-the-middle: 7.319119504245464e-06; 
 hsts: 1.9554355912276833e-09; 
 ca: 1.5516644635837906e-09; 
 mixed-content: 2.759189821066599e-10; 
 httpsurlconnection: 1.359711822301879e-11; 
 npm-start: 3.8176718730742465e-12; 
 sniffing: 3.2816400963829595e-13; 
 http2: 1.104510498903602e-13; 
 webhttpbinding: 4.0213000979246946e-14; 
 kestrel: 4.132520436690278e-15; 
 facebook-canvas: 2.1306241344246253e-15; 
 certbot: 6.784814375636935e-16; 
 topic_456
nested: 0.5481978058815002; 
 polygon: 0.15357008576393127; 
 trigonometry: 0.1260835826396942; 
 traversal: 0.07977791130542755; 
 simplify: 0.024373924359679222; 
 for-in-loop: 0.021404996514320374; 
 heapsort: 0.019968418404459953; 
 binary-heap: 0.008619462139904499; 
 struts-tags: 0.006990234833210707; 
 null-check: 0.0055068782530725; 
 min-heap: 0.005506723653525114; 
 point-in-polygon: 3.8040241095993466e-11; 
 taylor-series: 7.83275267562944e-12; 
 atan2: 2.6772035109645653e-12; 
 radians: 2.1680011572881158e-13; 
 convex: 9.373153430714334e-14; 
 simplification: 5.405483393251635e-14; 
 math.h: 4.9039253696226207e-14; 
 degrees: 4.594889125761857e-14; 
 models: 6.956746817336507e-15; 
 topic_457
lodash: 0.5738669037818909; 
 reduce: 0.22557951509952545; 
 indexof: 0.1793334037065506; 
 array-splice: 0.02122015878558159; 
 splice: 4.483792503950923e-11; 
 chaining: 1.840389125817854e-11; 
 reducers: 7.075699401393187e-12; 
 debounce: 1.1991616196121296e-13; 
 combiners: 1.753864048892502e-14; 
 flatmap: 1.5675039255957576e-15; 
 ecma: 1.0535429679266878e-15; 
 accumulator: 8.323412666632929e-16; 
 typescript1.4: 5.569390388358386e-16; 
 debouncing: 1.0294466540525362e-16; 
 topic_458
kubernetes: 0.5997471809387207; 
 performance-testing: 0.1116252988576889; 
 google-kubernetes-engine: 0.08990158885717392; 
 jmeter-plugins: 0.03334492817521095; 
 assertions: 0.02382485195994377; 
 kubernetes-ingress: 0.023164009675383568; 
 fluentd: 0.02034955844283104; 
 kubectl: 0.014854900538921356; 
 hashicorp-vault: 0.011167898774147034; 
 throughput: 0.009895998984575272; 
 azure-sqldw: 0.009833741933107376; 
 kubernetes-pod: 0.008748187683522701; 
 kops: 0.008655121549963951; 
 google-container-registry: 0.0082828588783741; 
 service-fabric-stateful: 0.005788572132587433; 
 ng-dialog: 0.0050565763376653194; 
 kube-dns: 0.004870445001870394; 
 kubernetes-health-check: 0.004715335089713335; 
 virtual-pc: 0.0035365012008696795; 
 nuget-server: 0.001401109155267477; 
 topic_459
vue-router: 0.6286849975585938; 
 android-billing: 0.06943083554506302; 
 vstest: 0.05532069876790047; 
 android-accessibility: 0.04949736222624779; 
 winrt-async: 0.04792967438697815; 
 hud: 0.03337159380316734; 
 vuex-modules: 0.032251741737127304; 
 android-inapp-purchase: 0.02754836156964302; 
 vuepress: 0.026876451447606087; 
 opensips: 0.026204528287053108; 
 vuex: 0.002882659435272217; 
 vue-component: 9.788871011551237e-07; 
 vuejs2: 1.271708640615543e-07; 
 vue-material: 3.017300898022768e-08; 
 in-app-subscription: 1.890687384431544e-09; 
 vue-resource: 7.706138505092497e-10; 
 vue-test-utils: 3.5869332504212537e-10; 
 accessibilityservice: 1.7029624932440868e-10; 
 talkback: 8.85139531114909e-11; 
 bootstrap-vue: 3.49717893532997e-11; 
 topic_460
applescript: 0.5586141347885132; 
 itunes: 0.1758469194173813; 
 vala: 0.06481333076953888; 
 sentry: 0.0499056838452816; 
 j: 0.02722841687500477; 
 certbot: 0.025737259536981583; 
 xml-comments: 0.020558631047606468; 
 ejb-2.x: 0.01867523416876793; 
 code-inspection: 0.014908931218087673; 
 r5rs: 0.014280488714575768; 
 raven: 0.010200847871601582; 
 sqlpackage: 0.009884289465844631; 
 nsalert: 0.00933769904077053; 
 javascript-automation: 6.678427780570928e-06; 
 scripting-bridge: 1.1568663467187434e-06; 
 applescript-objc: 2.666866691924952e-07; 
 keynote: 1.0755265833495287e-07; 
 podcast: 2.995593817445297e-08; 
 osascript: 1.9123293171219302e-08; 
 dacpac: 5.135448510884544e-09; 
 topic_461
base64: 0.5125396847724915; 
 cluster-analysis: 0.26330873370170593; 
 k-means: 0.14524877071380615; 
 dbscan: 0.02072393149137497; 
 spidermonkey: 0.018242208287119865; 
 subject: 0.015225696377456188; 
 elki: 0.009364360943436623; 
 swfloader: 0.00815659575164318; 
 localforage: 0.007189935073256493; 
 unsupervised-learning: 6.9983911998861e-08; 
 hclust: 7.087449516163247e-10; 
 centroid: 2.6498058955382042e-11; 
 gmm: 9.133391092042142e-12; 
 dimensionality-reduction: 2.720724904051175e-12; 
 fuzzy: 2.3987654310803075e-12; 
 self-organizing-maps: 2.2417126748636163e-12; 
 pattern-recognition: 1.2321986963756415e-12; 
 metric: 1.037189865243926e-12; 
 nsdata: 6.927374797925656e-13; 
 som: 1.18837651850133e-13; 
 topic_462
memory: 0.9659328460693359; 
 dereference: 0.02872130274772644; 
 rpath: 0.005345810670405626; 
 stack-memory: 6.42722194910128e-11; 
 allocation: 2.5492706903773588e-12; 
 memory-mapping: 1.3561739621928415e-12; 
 nszombie: 1.2533836815653565e-12; 
 memory-limit: 3.5409885744061564e-13; 
 shared: 3.3284936222163775e-13; 
 cpu-usage: 2.975285220020024e-13; 
 huge-pages: 2.9580461344269615e-13; 
 page-tables: 2.236611503642072e-13; 
 virtual-address-space: 1.7967884938154682e-13; 
 slowdown: 1.4363849194266864e-13; 
 flash-memory: 1.2217398588035971e-13; 
 page-fault: 4.032862436467895e-14; 
 gem5: 1.1896780185061042e-14; 
 memory-corruption: 9.702337200258489e-15; 
 ram: 7.891208811340502e-15; 
 addressing: 2.5945203627132825e-15; 
 topic_463
composer-php: 0.4447301924228668; 
 relationship: 0.2094414383172989; 
 logback: 0.14453275501728058; 
 lumen: 0.09571333229541779; 
 artisan: 0.06286891549825668; 
 spring-scheduled: 0.01603054627776146; 
 service-provider: 0.014307389035820961; 
 packagist: 0.012375373393297195; 
 mdc: 2.9232362308562188e-08; 
 laravel-5.1: 5.2091340130289154e-09; 
 psr-0: 1.3993095571152026e-10; 
 vendor: 9.197741873689935e-11; 
 laravel-facade: 8.239520177255599e-11; 
 artisan-migrate: 8.481280781846845e-12; 
 laravel-valet: 1.9805606807365983e-12; 
 dingo-api: 1.7913402965835656e-12; 
 serve: 1.6620299971362162e-12; 
 laravel-5: 6.126767387697185e-13; 
 psr-4: 5.296029456994256e-13; 
 appender: 3.749076786865868e-13; 
 topic_464
stdout: 0.40964943170547485; 
 telnet: 0.24529367685317993; 
 slurm: 0.07981062680482864; 
 python-docx: 0.075414277613163; 
 django-serializer: 0.06323977559804916; 
 django-rest-auth: 0.04170886054635048; 
 telnetlib: 0.029083533212542534; 
 django-1.6: 0.023559916764497757; 
 manage.py: 0.01657085120677948; 
 interpreted-language: 0.01566903479397297; 
 django-manage.py: 2.7841553507101935e-09; 
 django-allauth: 8.549453367479032e-10; 
 pexpect: 3.957738858861859e-10; 
 stringio: 2.0926520238884194e-10; 
 sys: 7.655660827499133e-11; 
 django-custom-user: 3.8494162718505365e-11; 
 stderr: 1.197384292411785e-11; 
 piping: 1.165872346581276e-11; 
 django-fixtures: 4.981326549163834e-12; 
 communicate: 4.751479767907581e-14; 
 topic_465
onchange: 0.27941951155662537; 
 concat: 0.21586693823337555; 
 spring-webflow: 0.13579069077968597; 
 deferred: 0.10761570930480957; 
 morris.js: 0.05942166596651077; 
 onblur: 0.05815061181783676; 
 autosave: 0.03484800085425377; 
 spring-webflow-2: 0.03219997510313988; 
 sigma.js: 0.020548667758703232; 
 .when: 0.016205908730626106; 
 w2ui: 0.014087488874793053; 
 bootstrap-daterangepicker: 0.013028274290263653; 
 webcenter: 0.012815766036510468; 
 oracle-ucm: 7.785066031829047e-07; 
 chaining: 7.239709526318805e-11; 
 onsubmit: 2.5486692617482376e-11; 
 onfocus: 2.3766221629584194e-11; 
 reentrantlock: 4.349187568246371e-13; 
 onmousedown: 5.90192635431877e-14; 
 ifnull: 4.916393694606204e-14; 
 topic_466
scale: 0.4178256392478943; 
 session-timeout: 0.1392752230167389; 
 attr: 0.1290225386619568; 
 uploadify: 0.12879213690757751; 
 hue: 0.0859382227063179; 
 pan: 0.044351495802402496; 
 fancybox-3: 0.027752280235290527; 
 jqwidget: 0.02704240381717682; 
 src: 6.671962093918182e-09; 
 cloudera-cdh: 2.487096972814129e-09; 
 cloudera-manager: 1.6985348683107304e-09; 
 pinch: 6.670384244955585e-10; 
 pinchzoom: 2.060440533468988e-11; 
 jqxwidgets: 5.6788853133871164e-12; 
 jqxgrid: 4.269651581075007e-13; 
 prop: 3.096862230631686e-13; 
 scaletransform: 1.6931611277956615e-13; 
 rescale: 1.057642471866127e-13; 
 resize: 6.759533660886594e-14; 
 alt: 5.891572223571534e-14; 
 topic_467
calendar: 0.8231203556060791; 
 nsjsonserialization: 0.04787232726812363; 
 dji-sdk: 0.03950353339314461; 
 eureka-forms: 0.020070916041731834; 
 accelerate-framework: 0.018297867849469185; 
 library-project: 0.01290779747068882; 
 rust-tokio: 0.012552415952086449; 
 nscache: 0.00992907490581274; 
 kingfisher: 0.008581558242440224; 
 vdsp: 0.0071631185710430145; 
 eventkit: 6.60213459013903e-07; 
 caldav: 3.8599779372816556e-07; 
 hijri: 1.2291919704310317e-09; 
 tapku: 2.938408544261861e-11; 
 outlook-calendar: 1.838331917247693e-11; 
 gregorian-calendar: 1.105341859708453e-11; 
 java.util.calendar: 2.479875896646555e-12; 
 nsurlcache: 7.019550414023856e-13; 
 appointment: 6.915371595674069e-13; 
 week-number: 5.660281271469003e-13; 
 topic_468
post: 0.7929506897926331; 
 httpclient: 0.11750368773937225; 
 clone: 0.0895455926656723; 
 webclient: 2.4422085881381506e-11; 
 cloneable: 9.050139787971159e-14; 
 http-status-code-405: 1.5938940841004126e-14; 
 httpurlconnection: 1.9937376809176996e-15; 
 afnetworking-2: 1.9342215461535866e-15; 
 response-headers: 1.6905411786568387e-15; 
 multipartentity: 1.811234638613308e-16; 
 topic_469
gnuplot: 0.5770835280418396; 
 apigee: 0.0738333910703659; 
 getopt: 0.06485069543123245; 
 google-mirror-api: 0.04940482974052429; 
 kubeadm: 0.03888845816254616; 
 bytestring: 0.03571169823408127; 
 kaa: 0.03275398164987564; 
 cabal-install: 0.031548622995615005; 
 smartface.io: 0.030782170593738556; 
 zenity: 0.01741766929626465; 
 feof: 0.013254955410957336; 
 usergrid: 0.011784606613218784; 
 mura: 0.01150223333388567; 
 vespa: 0.011173599399626255; 
 google-glass: 5.306926595949335e-06; 
 cabal: 3.990186542068841e-06; 
 flannel: 2.3435403306848457e-07; 
 kubelet: 2.651454833468847e-09; 
 getopt-long: 1.2047547404137049e-09; 
 kubectl: 5.648931877821894e-10; 
 topic_470
android-optionsmenu: 0.2104189693927765; 
 inflate-exception: 0.18809154629707336; 
 android-selector: 0.14884942770004272; 
 for-xml-path: 0.14005377888679504; 
 setcontentview: 0.11163707077503204; 
 onsaveinstancestate: 0.10554777830839157; 
 android-savedstate: 0.09539895504713058; 
 for-xml: 1.3989523495183676e-06; 
 android-bundle: 7.109870239219163e-07; 
 android-checkbox: 3.087972686444118e-07; 
 oncreateoptionsmenu: 2.5293669936310437e-10; 
 appcompatactivity: 2.2460319715200683e-10; 
 contextual-action-bar: 1.1081324746697874e-10; 
 options-menu: 6.133104874656015e-12; 
 staggered-gridview: 3.803815335629013e-12; 
 findviewbyid: 2.8124928601325205e-12; 
 rippledrawable: 5.987198042033126e-13; 
 android-shape: 3.0624721508720754e-13; 
 double-buffering: 8.711477719747229e-14; 
 android-layout-weight: 7.435213198164065e-14; 
 topic_471
saxon: 0.3132339417934418; 
 webdriver-io: 0.20638532936573029; 
 xalan: 0.08585628867149353; 
 xslt-3.0: 0.050240084528923035; 
 software-quality: 0.044815097004175186; 
 public-method: 0.03962598368525505; 
 jvm-languages: 0.03514447063207626; 
 exslt: 0.03490860387682915; 
 outsystems: 0.03231404349207878; 
 autosar: 0.029483618214726448; 
 zipper: 0.02736079692840576; 
 samsung-galaxy-gear: 0.026417206972837448; 
 elasticsearch-mapping: 0.02500210702419281; 
 elastalert: 0.02500210702419281; 
 xinclude: 0.023822762072086334; 
 schematron: 0.00038288504583761096; 
 private-methods: 4.600432021106826e-06; 
 elasticsearch-query: 1.9261433337192102e-08; 
 codeceptjs: 1.6185921936084924e-08; 
 cucumberjs: 1.7592799439469786e-09; 
 topic_472
static-methods: 0.446673721075058; 
 unsatisfiedlinkerror: 0.08613166213035583; 
 gemfire: 0.08144422620534897; 
 rfcomm: 0.049608711153268814; 
 file-processing: 0.04921809211373329; 
 spring-data-gemfire: 0.042772866785526276; 
 geode: 0.04199162870645523; 
 jexcelapi: 0.04023383930325508; 
 remote-control: 0.033593300729990005; 
 bluecove: 0.028124624863266945; 
 qt5.6: 0.026757454499602318; 
 .doc: 0.0255855955183506; 
 unknown-host: 0.024999666959047318; 
 spp: 0.022850824519991875; 
 static-functions: 1.3528727322409395e-05; 
 instance-methods: 3.0497480452140735e-07; 
 qtwebengine: 1.1511576136769008e-09; 
 jxl: 1.025071805216271e-09; 
 static-classes: 7.618392895702986e-12; 
 jpcap: 2.138898324947902e-13; 
 topic_473
watchkit: 0.292388916015625; 
 game-physics: 0.2882932722568512; 
 apple-watch: 0.1972900927066803; 
 watch-os-2: 0.08401061594486237; 
 jsonserializer: 0.0321657769382; 
 castle-dynamicproxy: 0.031166840344667435; 
 twain: 0.02697114832699299; 
 watchconnectivity: 0.019579168409109116; 
 assetbundle: 0.01708182506263256; 
 json-serialization: 0.010988309048116207; 
 watch-os: 3.9629008824704215e-05; 
 xcode-6.2: 1.4399731298908591e-05; 
 apple-watch-complication: 5.378622063290095e-06; 
 watch-os-3: 3.319759798614541e-06; 
 bulletphysics: 1.3498556654667482e-06; 
 ios-app-group: 4.973492284676695e-09; 
 rigid-bodies: 1.3695646838840503e-09; 
 chipmunk: 4.2640169173324693e-10; 
 projectile: 2.6007881959166923e-10; 
 health-kit: 2.540085364266531e-10; 
 topic_474
view: 0.8547827005386353; 
 anonymous: 0.029370106756687164; 
 glsurfaceview: 0.023177020251750946; 
 viewgroup: 0.02294246293604374; 
 denied: 0.01384054496884346; 
 openrowset: 0.01215152908116579; 
 sequelize-cli: 0.011588524095714092; 
 browser-plugin: 0.011295023374259472; 
 bde: 0.007761921733617783; 
 timetable: 0.006943731103092432; 
 vsync: 0.006146140396595001; 
 sequelize.js: 2.8592720013875805e-07; 
 create-view: 4.64924904131081e-10; 
 viewflipper: 2.1917892847889142e-11; 
 ondraw: 1.0020377539873837e-12; 
 layout-inflater: 4.435340441276414e-13; 
 custom-view: 1.633476882402507e-13; 
 loginview: 1.0273711406345171e-13; 
 paradox: 3.451521024284282e-14; 
 double-buffering: 4.590356991274278e-15; 
 topic_475
jpeg: 0.6390548944473267; 
 outlook-2007: 0.08588594198226929; 
 uploading: 0.07039790600538254; 
 sharpsvn: 0.04561419412493706; 
 cortana: 0.04333348572254181; 
 dct: 0.03633930906653404; 
 cryptocurrency: 0.032234031707048416; 
 gdlib: 0.023567333817481995; 
 dynamicform: 0.023567333817481995; 
 libjpeg: 5.192760454519885e-06; 
 exif: 3.780289148380689e-07; 
 image-comparison: 1.1527548013368083e-11; 
 jai: 1.9810793630559154e-12; 
 xmp: 1.8874726000900344e-12; 
 libtiff.net: 4.448700522546867e-13; 
 quantization: 3.6015716234003015e-13; 
 image-editing: 2.863111765900872e-13; 
 image-conversion: 1.4488659837857965e-13; 
 grayscale: 7.989826655103657e-14; 
 mnemonics: 5.329872488995212e-14; 
 topic_476
nsview: 0.19586388766765594; 
 multitasking: 0.11566764116287231; 
 finder: 0.08418034762144089; 
 searchbar: 0.08058179914951324; 
 nsregularexpression: 0.07891104370355606; 
 nsimage: 0.07839696109294891; 
 uiapplicationdelegate: 0.06567352265119553; 
 nsscrollview: 0.06400276720523834; 
 mac-app-store: 0.053721196949481964; 
 nsautoreleasepool: 0.034186217933893204; 
 cfnetwork: 0.02930247224867344; 
 nsevent: 0.024418726563453674; 
 keypad: 0.024033168330788612; 
 retaincount: 0.022619452327489853; 
 xpc: 0.01812126487493515; 
 iphone-sdk-3.2: 0.01670754887163639; 
 cfstring: 0.013494559563696384; 
 nsworkspace: 0.00010514174937270582; 
 nsimageview: 9.987556950363796e-06; 
 nssplitview: 1.4168316511131707e-06; 
 topic_477
wildcard: 0.3268885314464569; 
 immutability: 0.2681606411933899; 
 javasound: 0.07535241544246674; 
 httpsession: 0.053758617490530014; 
 allure: 0.05285511165857315; 
 restriction: 0.0516805537045002; 
 reactivex: 0.050505295395851135; 
 boxing: 0.04625951498746872; 
 java-api: 0.03713410347700119; 
 unboxing: 0.020509589463472366; 
 contextpath: 0.016895564272999763; 
 autoboxing: 9.054213734316363e-08; 
 mixer: 9.282178975097977e-13; 
 mutability: 4.244640121157939e-13; 
 effective-java: 2.3701017277250047e-13; 
 immutable.js: 1.240275514669681e-13; 
 reentrantlock: 8.36978598407756e-14; 
